id,name,lat,lng,slug,sku,url,icon
fef9e2f6-32ab-4d14-980f-7f1536ea0d66,Antonio Varas dte. 1053 / Linares,-33.4372,-70.6143,macul-alto-con-camino-del-convento,,https://maps.oohpublicidad.cl/espacios-publicitarios/macul-alto-con-camino-del-convento/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
5e85d0b2-e1dc-4bad-8225-22fcfd7ca183,"Agustinas 1116, Santiago",-33.44105,-70.65236,tobalaba-6269,,https://maps.oohpublicidad.cl/espacios-publicitarios/tobalaba-6269/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
b859f580-be84-4627-86f8-9268098057e6,"Agustinas 1116, Santiago",-33.44105,-70.65236,principe-de-gales-o-p-costado-colegio-the-grange,,https://maps.oohpublicidad.cl/espacios-publicitarios/principe-de-gales-o-p-costado-colegio-the-grange/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
7da6356d-4519-4f11-a82a-d706d1da23b8,Tobalaba - Los Presidentes,-33.48600683485706,-70.55849066877605,tobalaba-los-presidentes-ug001,,https://maps.oohpublicidad.cl/espacios-publicitarios/tobalaba-los-presidentes-ug001/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-billboard.png
d15e46ff-1907-48a1-a846-a8e517f18af2,"Avenida República 16, Santiago",-33.44845,-70.66805,julia-bernstein-n-s-carlos-silva-vildosola,,https://maps.oohpublicidad.cl/espacios-publicitarios/julia-bernstein-n-s-carlos-silva-vildosola/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
6ff6b595-79d7-438a-b97b-f588cbaf22dc,"Avenida República 16, Santiago",-33.44845,-70.66805,parinacota-larrain,,https://maps.oohpublicidad.cl/espacios-publicitarios/parinacota-larrain/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
be88d695-d62a-4682-b5fa-3d0e154a755a,"Teatinos 899, Santiago",-33.43318,-70.65597,larrain-p-o-costado-municipalidad-de-la-reina,,https://maps.oohpublicidad.cl/espacios-publicitarios/larrain-p-o-costado-municipalidad-de-la-reina/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
cdf9e8cd-a806-414a-8e5c-e5825cac8df4,"Porvenir 302, Santiago",-33.45516,-70.63355,larrain-quillagua,,https://maps.oohpublicidad.cl/espacios-publicitarios/larrain-quillagua/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
b6d7ae55-3a52-4e57-80db-675e84b00e9c,"Mosqueto 520, Santiago",-33.43642,-70.64446,ossa-obispo-del-solar,,https://maps.oohpublicidad.cl/espacios-publicitarios/ossa-obispo-del-solar/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
bbc97b29-cee1-4072-97a2-62bba0799786,Salvador fte. 100 / Providencia,-33.4343,-70.6262,camino-el-cajon-20050,,https://maps.oohpublicidad.cl/espacios-publicitarios/camino-el-cajon-20050/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
